daughter	day
Junelito	Junjun
drug addict	durugista
shake	lunggong
plantain	tindok
Camillo	Miloy
Camillo	Milot
Teresa	Tisang
Janet	Jaja
Charlene	Chacha
Cheryl	Cheche
Jane	Jingjing
William	Yamyam
curly	Kulot
Sergio	Serging
Maripaz	Ipay
Carlo	Kaloy
Carlo	Caloy
Rachel	Ichel
Rachel	Achel
Bienvenido	Bido
Emma	Emak
Cynthia	Chak
Cynthia	Inchak
Cynthia	Ichak
Edgar	Edot
Pedro	Pedot
Kenneth	Kenot
Kent	Kentoy
Victor	Biktoy
Victor	Bikoy
Chinese people	Insik
Matea	Mating
Gloria	Glo
rabbitfish	danggit
Eustaquio	Takyo
Eustaquia	Takya
fail	dapak
cutlassfish	diwit
fish	gango
lint	gapasgapas
Mugil cephalus	gisaw
harvest	lagpi
harvest	panglin
cone snail	habasan
Channa maculata	haluan tasik
speckled	bakikihon
piebald	bakiki
friend	jumega
tang	labahita
Anodontostoma chacunda	kabasi
crawl	kamang
Nycticorax caledonicus	kasbo
conjunctivitis	piskaton
Rachel	Aching
damselfish	sahoy
chipped	gibang
seventh	ikapito
fifteen	napulog lima
twenty-five	kawhaag lima
stall	tapahan
marvel of Peru	marabilya
play dead	papatay-patay
sensation	sensitibo
sensation	sensitib
show off	sigwar
venereal disease	kulat-og
venereal disease	gonorya
venereal disease	sakit sa babaye
title	Prinsesa
jealous	nangabubho
jealous	nangabub
stall	langkiya
Christopher	Toper
Antonio Jose	Anjo
indeed	bitaw
freshwater crab	kiyampi
mud crab	kagang
blue swimmer crab	lambay
journalism	dyornalismo
journalism	peryodismo
journalist	dyornalista
journalist	dyornalist
journalist	peryodista
species	kagang bugtong
species	kalambaho
species	kumongkumong
coconut crab	tanggotanggo
largehead hairtail	langkoy
hairtail	laniw
hairtail	panangitan
fishling	lupoy
Mactan	Lapulapu
island	Mactan
rebel	balawis
approve	aproba
approbate	aprobahan
combtooth blenny	anayanay
grow seedling	lawong
bow	gapasan
eardrum	saminsamin
hopbush	tubotubo
seahorse	kabayokabayo
legalization	legalisasyon
legislature	lehislasyon
substantiate	beripika
verified	beripikado
verify	pagsuta
sword	pinuti
weapon	panabas
weapon	susuwat
touch	sangkil
anchovy fishling	mungpong
well-built	lison
block off	luop
you	ninyo
farm	baboyan
topple over	tumpag
lower	lagak
photograph	hulagway
photographer	kodaker
photographer	mangungudak
photographer	litratista
photographer	mamiktyuray
photograph	piktyur
rock music	rakista
walkable	malakad
cellophane	selopin
hula hoop	hulahop
airplane	ayroplano
chemistry	kemistri
jeepney	dyip
T-shirt	tisirt
pants	kalsones
calabur tree	mansinitos
competition	indigay
compare	indig
noisy	gahob
kinglike	harion
kingly	harionon
medicine man	meriko
volcanic island	Balut
skin	dagtom
emaciated	piyahok
wear	sul-ob
put on	sal-ob
put on	sul-ot
load	kargada
floor	sawog
outdated	panahon pa ni Mampor
ugly	laksot
absence	inhustisya
graduate	gradweyt
graduate	gradwet
graduate	graduwar
graduate	gradwar
degree	graduwado
degree	gradwado
sunfish	molamola
preparation	abahong
citizen	Amerkano
citizen	Amerkana
citizen	Amerikana
Trochidae	amumungpong
fan mussel	atsaatsa
cockle	sudlaysudlay
before someone's time	naa pa sa itlog sa papa
kingpin	haring gangis
disappointment	siyalan
sugarcane mill	intosan
talking through	nguho
let's go	haybol
tower over	umbaw
ark clam	litob
wentletrap	tapusok
windowpane oyster	kapis
province	Capiz
Damaso	Masoy
photocopy	seroks
photostat	potostat
colour	akwamarin
aquamarine	akwamarina
aquamarine	agwamarin
aquamarine	agwamarina
moray eel	agmang
moray eel	palangitan
ginamos	bawodnon
ginamos	balodnon
ginamos	tugnos
ginamos	kalamputi
wave	balod
compete	tigi
species	tadlongan
Moorish idol	sangguwanding
crab trap	panggal
fish trap	sudiyang
fish trap	bantak
fish trap	sapong
release	buhian
chicken soup	til-og
strap	tikos
oaf	bondying
blond	buwagaw
tapering	taliwtiw
sickle	lahit
coconut bud	lahib
peanut worm	saypo
Serranidae	pugapo
Ignatius bean	kanlara
bloody	dugoan
cogon grass	kugon
Bantayan	Madridejos
effeminate	indayon
blue-eyed grass	ahosahos
love in a puff	alalayon
Adiantum capillus-veneris	alambrilyo
confiscate	kumpiska
supply	suplay
basil	albahaka
head covering	pandong
bleach	kloroks
Senna alata	asunting
Senna alata	sunting
Senna alata	kasitas
blenny	tambaliyog
species	tamban tuloy
fish	tamban
Dieffenbachia	bakyabakya
Melia azedarach	bagalnga
Hydnocarpus	bagarnga
sea hibiscus	maribago
sea hibiscus	balibago
sea hibiscus	malabago
Chinese honeysuckle	balitadham
strangler fig	balite
butterfly pea	balogbalog
orange jessamine	banati
cashew	kasoy
Indian mulberry	bangkuro
Mimusops elengi	bansalagin
Mimusops elengi	bansalagon
Mimusops elengi	talipupo
nag	yawyaw
ti	baston de san jose
ti	baston ni san jose
hyacinth bean	bataw
golden rain tree	bitsuylas
common bean	abitsuylas
landslide	kanlas
kans grass	bugang
white popinac	kabahero
droop	luyloy
patchouli	kadlom
pigeon pea	kadyos
incomparable	walay ikaduha
camphor tree	dalapot
expression	kamatay nimo
Gmelina	gmelina
province	Antique
ordinal numbers	ika-
fishberry	lagtang
first	kinaunahan
Indian mahogany	lanigpa
ahead	unauna
further	unahan
first of all	una sa tanan
be able to	makaiyot
be able to	makakaon
be able to	makaihap
be able to	makatabang
marbled budbod pilit	budbod tinambiran
alternate	una sin utra
ika-3	ikatulo
privilege	pribilehiyo
thrice	makatulo
thrice	katulo
fourth	ikaupat
four times	makaupat
nettle	handalamay
nettle	handamay
nettle	himaramay
nettle	hindalumay
nettle	kandamay
nettle	hindaramay
sugar palm	idyok
bulrush	lampakanay
align	anib
kind	maluloy-on
hawklike	banogon
barangay	Hindang
clothes	pangitik
marble	balugbog
headache	labad
duck farm	bibihan
fisherman	managatay
cap off	sipong
entrap	lukong
cease	hunong
cypress vine	pirospiros
cobbler's pegs	pisawpisaw
province	Marinduque
admiral	laksamana
cloudy	panganoron
island	Panglao
penetrate	taop
sink	lunod
Humabon	Baladhay
rajah	Humabon
feel disappointed	milong
physically	vitamins sa mata
fern	nito
lumbayao	lumbayaw
sikatulo	sikaduha
sikaduha	sikatulo
pitcher plant	lapsay
usa	usa-usa
burnt rice	dukot
coconut	ungol
united	hiusa
canopy	sambong
pry	bukitkit
pagoda flower	dagtong
pagoda flower	asuwangay
pagoda flower	bantana
pagoda flower	balantana
pagoda flower	aluksok
pagoda flower	kulukulog
pagoda flower	pakapis
tulo	tulo-tulo
volcano	Batuan
Bicol Peninsula	Sorsogon
set aside	tagana
set aside	pribinir
Terminalia chebula	lununo
tanguile	manaog
tulo ka sikatulo	duha ka sikatulo
four	upat ug duha ka sikatulo
duha ka sikatulo	usa ka sikatulo
stall	larangan
stew	larang
dip	sawsaw
dip	sawsawan
salacot	salakot
pagoda tree	nunok
spoonflower	pakodo
distend	santing
Romulo	Mulong
Ernesto	Estong
Emilio	Elyong
usa ka sikatulo	tulo ka sikatulo
emerald vine	tayabak
cobbler's pegs	pigapiga
hasty	puruspuros
yellow-vented bulbul	pirokpirok
yellow-vented bulbul	kulkol
yellow-vented bulbul	tangul-ol
convulse	pirigpirig
convulse	kirig-kirig
totter	paragparag
corm	pungapong
Indigofera tinctoria	tagom
Indigofera tinctoria	tagongtagong
sappanwood	sibukaw
Ficus racemosa	tambistambis
mangosteen	manggostan
bear's breeches	tigbaw
Callicarpa	tigaw
tree	ulayan
addition	pagdugang
addition	pagpuno
radius	tungatid
diameter	latastid
diameter	dayametro
motorized	demotor
cigar	tustos
augend	duganganan
augend	pun-anan
addend	tigdugang
addend	tigpuno
sum	kabat
subtraction	pagkuha
deduction	pag-iban
minuend	kuhaanan
summand	pampadugang
multiplication	pagpilo-pilo
division	pagbahin-bahin
multiplier	pil-anan
multiplicand	tigpilo
vowel	patingog
consonant	katingog
Vincent Paul	Bipoy
Peter Paul	Pipoy
flathead	sunoga
spinefoot	talagbo
sinarapan	tabyos
trunkfish	tabawong
Centropus viridis	saguksok
spiny lobster	banagan
lobster	bakagan
divisor	tigbahin
gimp	gaak
flowerpot	kaang
shriveled	gaay
clear	gahas
stick	gahok
triggerfish	subagyo
dish similar	budbod buli
skipjack tuna	sambagon
odd	puwaki
odd	pwaki
melon-headed whale	ambuhotan
joyful	gososo
six time	makaunom
six time	kaunom
ika-6	ikaunom
latex	tagokon
lap	sabakan
seven time	kapito
garfish	salasa
ninth	ikasiyam
sole	lapalapa
forefather	giliwatan
white popinac	tagiluyloy
bitaog	tagilumboy
sugarcane field	tubohan
sugarcane	tapasero
subscription	suskrisyon
saucepan	sarsahanan
nine time	makasiyam
paper mulberry	syapo
makanapo	kasiyam
maguey	magay
maguey plantation	kamagayan
eleven	napulog usa
twelve	napulog duha
thirteen	napulog tulo
fourteen	napulog upat
sixteen	napulog unom
seventeen	napulog pito
eighteen	napulog walo
nineteen	napulog siyam
raccoon dog	mangut
shop	mangarbon
cypress	saypres
province	Romblon
province	Misamis Oriental
Lagerstroemia indica	melendres
tenth	ikanapulo
eleventh	ikanapulog usa
twelfth	ikanapulog duha
thirteenth	ikanapulog tulo
fourteenth	ikanapulog upat
fifteenth	ikanapulog lima
sixteenth	ikanapulog unom
seventeenth	ikanapulog pito
eighteenth	ikanapulog walo
nineteenth	ikanapulog siyam
twentieth	ikakawhaan
sycamore	sikomoro
sycamore	sikamor
crab	kupoy
velvet bean	anipay
coconut crab	alikway
coconut crab	tatos
remedy	remedyo
discount	diskuwento
necromancer	nekromanser
divination	nekromansya
sorcerer	sorserer
sorceress	sorseres
fake	tabanaw
bend over backwards	baliad
unnecessary step	ekstrakurikuri
poison	manghihilo
poison	manghiloay
beautiful	bayotiful
chore	kurikuri
ten time	makanapulo
eleven time	makanapulog usa
twelve time	makanapulog duha
thirteen time	makanapulog tulo
fourteen time	makanapulog upat
fifteen time	makanapulog lima
sixteen time	makanapulog unom
seventeen time	makanapulog pito
eighteen time	makanapulog walo
nineteen time	makanapulog siyam
twenty time	makakawhaan
makanapog walo	kanapulog siyam
makanapog walo	kanapog siyam
makanapog walo	makanapog siyam
makanapog pito	kanapulog walo
makanapog pito	makanapog walo
makanapog pito	kanapog walo
makanapog unom	kanapog pito
makanapog unom	makanapog pito
makanapog unom	kanapulog pito
squid	bulingbuling
pharaoh	paraon
bakery	bekeri
warrior	gerero
warrior	gerera
foolery	goryo
garage	grahe
tug	guroy
pull back	gabling
bassist	bahista
vocalist	bokalista
cheat	moduwa og laing team
leguminous	madre de kakaw
vegetable hummingbird	gawaygaway
makanapog lima	kanapulog unom
makanapog lima	makanapog unom
makanapog lima	kanapog unom
makanapog upat	makanapog lima
makanapog upat	kanapulog lima
makanapog upat	kanapog lima
makanapog tulo	kanapulog upat
makanapog tulo	makanapog upat
makanapog tulo	kanapog upat
makanapog duha	kanapulog tulo
makanapog duha	makanapog tulo
makanapog duha	kanapog tulo
makanapog usa	kanapulog duha
makanapog usa	makanapog duha
makanapog usa	kanapog duha
makanapo	makanapog usa
makanapo	kanapulog usa
makanapo	kanapog usa
kasiyam	makanapo
kasiyam	kanapulo
key lime	dayap
Sibuyan	dalingdingan
orange jessamine	kamuning
damson plum	kalumpit
ebony	bantulihaw
halophyte	bantigi
spring	tuboran
cook	mag-ihaw og lata
disappear	kilatan
insane	baliwon
mad	gibaliw
pandan	balkaw
pandan	baloy
pandan	baroy
swift	paspas pa sa manatad
untie	badbad
cherimoya	atimoya
Artemisia	artamisa
araucaria	arawkarya
impudent	bagag lips
anilingus	brotsa papait
given birth	salin sa nahurot
sexual intercourse	mag-ugbok og mohon
fail	wala kadama
leguminous	namotnamot
colour	maraag
colour	pulagaw
colour	kahil
forward	unaunahon
colour	bayolet
colour	biyoleta
purple yam	kinampay
lavender	labender
Spondias pinnata	alubihid
mangrove	alipata
sapwood	alamay
Abrus precatorius	agay-on
Spondias pinnata	abihid
Upupa epops	abubilya
yellow-vented bulbul	agul-ol
long-tailed shrike	amumunggot
Richard's pipit	ananagsing
whistler	aniniho
swift	balinsasayaw
crater lake	Balinsasayao
landslide lake	Balanan
Columba vitiensis	balod itom
owl endemic	pakpak tuhok
elegant tit	buririgon
painted-snipe	dasak
Caloenas nicobarica	dundonay
cormorant	gamaw
Ducula poliocephala	hagumhom
moorhen	itoman
Pacific koel	kwahaw
domestic duck	kamaso
Amaurornis phoenicurus	kurowakwak
Loriculus philippensis	kulansi
yellow-vented bulbul	parago
sensu lato	yukong
Ciconia episcopus	madremadre
long-tailed shrike	mamumunggot
skill	abilibad
Excalfactoria chinensis	pitpitaw
Cacomantis merulinus	pitupit
pound	pukpok
click one's tongue	taguto
little spiderhunter	manunusok
bleeding-hearts	mukid
pelican	pagala
barangay	Lapinig
dig up	bungkal
coleto	koling
brush cuckoo	sigigid
Spilornis holospilus	sikob
egret	talabong
Richard's pipit	tagsing
hotcake	hatkeyk
hotcake	pankeyk
cupcake	kapkeyk
hotdog	hatdog
shuttle	hatod kuha
complete	hetsas
fully furnished	hetso
merriment	hudyaka
Charadrius hiaticula	talingting
watercock	tuobtuob
watercock	tuyod
watercock	tugtog
Saxicola caprata	tiririkoy
Calayan rail	piding
species	tirtiryok
zitting cisticola	tiktikrubong
long-toed stint	tiuttiot
Macropygia phasianella	tubaon
balicassiao	balikasyaw
balicassiao	uwakuwak
striated heron	yuho
Ixobrychus cinnamomeus	yuhong pula
booby	pato del mar
chestnut munia	mayang bungol
sea shanty	saloma
Laticauda colubrina	tagiwalo
Philippine cobra	agawason
taclobo	managkay
green sea turtle	pudno
hawksbill sea turtle	pisikan
moth orchid	manan-aw
Dermochelys coriacea	galangan
egg	lakha
amber	samala
aqua	bughaw lunhaw
auburn	uphag pula
red	magang
brown	tabonon
light brown	panhulagon
crimson	luto nga pula
crimson	krimson
deep sea	lugitom
ecru	uphag dalag
life story	sugibuhi
biography	kagibuhi
intelligent	it-on
jerk	sintak
announcer	anawnser
dominant color	luwab
dominant color	dayag
blond	bulagaw
flesh	burahag
light red	hilaw nga pula
light grey	uphag
ochre	alaangalaw
olive	manbanon
pinkish	limbahon
saffron	kasubhi
saffron	dalaongon
silky	pus-aw
silver	bagunbon
dark brown	ilom
yellowish	suilom
varicoloured	bautbaot
cunning	mat-an pa sa pinya
hurt	dila ray way labod
pebbly sand	bunbon
idiom	idyom
idiom	idiyoma
expression	ekspresyon
metaphorical	piguratibo
immutable	maliso pay buko sa kawayan
gossipy	balhiboon og dila
sullen	kasab-itag bukag ang simod
Wilhelmina	Wilang
Wela	Welang
Maya	Mayang
island	Camiguin
Apple	Apleng
Candida	Didang
Victoria	Toyang
Adonis	Adong
Dominador	Ador
April	Epoy
April	Eprol
brother	igsoon nga lalaki
sister	igsoon nga babaye
wedding sponsor	inaon
godfather	adye
half-sibling	hablos
stepchild	humagbos
sister-in-law	bayaw nga babaye
spouse	ugangan nga babaye
brother-in-law	bayaw nga lalaki
spouse	ugangan nga lalaki
orphaned	ilo nga tuwapos
mother	mulmulo
pistil	banayan
ovule	bulingaan
petal	gihay
sepal	lapiyos
style	pal-ak
inflorescence	pawod
receptacle	saloran
filament	pilamento
wife	binalaye
member	kagupa
dependent	maagaron
majestic	harianon
fond	makikarne
aibika	likway
alphabet	abakadhan
slogan	bansilag
archbishop	arsobispo
straight	nelatch
carton girl	karton girl
public	eksibisyon
tree trunk	lindog
hardwood	as-as
pith	subok
rootlet	gamoy
lateral root	hulungahog
primary root	gapang
taproot	lintunganay
petiole	pungay
develop bud	salingsing
flower bud	piyuros
flower bud	piyuos
flower bud	pyuos
flower bud	bayuos
flower bud	biyuos
bread pudding	bahogbahog
topshell	turungturong
spiny oyster	tikodtikod
ark shell	tapurok
conch	batuytoy
conch	tambuli
turrid	tangali
topshell	tandoktandok
pug-nosed	tamislat
pug-nosed	bilaog
crystal ball	bolang kristal
chiton	takog
whelk	lawaylaway
money cowry	gin-o
Laevistrombus canarium	bungkawil
cockle	balisaha
cockle	balisaa
motorized	pedikab
suffer death	patyonon
supplier	suplayer
produce	prodyuser
pot	kinaang
condominium	kondominyum
strongest	kinakusgan
I don't know	ambot sa langaw
pitiless	bato og kasingkasing
political arena	duyan sa politika
consignment	inangkat
dead	nag-ilis og adres
dead	nibalhin og adres
radio	resepsyon
seaweed	lukaylukay
mountain	Lanaya
waterfall	Kan-irag
Philippines	Camarines Sur
province	Zamboanga Sibugay
fluted giant clam	hagdanhagdan
limb	kasway
spinner dolphin	lumbalumba
windowpane oyster	lampirong
vampire	drakula
forge	paragwa
headbutt	pakong
collide	bundol
knock	pakog
cowherd	bakero
fair	mamerya
muscular	masolon
muscle	masol
showy	magawalon
stick out	gawal
potter	magkukulon
pacifier	maglilinaw
beauty parlor	paanyagan
bossy	sugoan
quarrelsome	maniit
marker	pentel pen
highlighter	stabilo
coconut	mananggiti
energetic	askil
fish farm	isdaan
stevedore	estebedor
overflow	banaw
touch	daitol
backwash	dalahay
wave	kapaw
crestless wave	awong
swell	bugabong
whitecap	lubadlubad
wash	hinaw
wash	hunaw
cueball scratch	eskrats
cue ball	bola mano
quill	dagang
union	unyon
attention seeker	kulang sa tagad
open	abli
raft	balsahan
carriage	karwahe
buggy	tartanilya
careless	duhal
hightail	karipas
sprint	karatil
sprint	sutoy
damage	danyos
verdict	sentensya
mourning	pagbangotan
horizon	gindailan
true love	gugmang tiunay
innate	tiunay
sensational	kulbahinam
cocksucker	mantsupaay
flirt	mamayotay
Romeo	Miyong
Domingo	Minggoy
Dominga	Minggay
Nicolas	Koling
nickname	Tuding
tease	gaugao
meddlesome	tition
tender	malumo
flotsam	gapnod
ring finger	tambuwasog
ring finger	paningsingan
little finger	kumingking
little finger	kumayingking
thumb	kumalagko
middle finger	dalagangan
middle finger	aniningsing
index finger	anlalabaw
index finger	antutudlo
flower	bintos
grope	hinol
grope	duhiraw
look	manamin
sample	sampol
battery	bateriya
battery	baterya
carburetor	karburador
commercial	komersiyal
town centre	distrito komersiyal
drink	tungab
homework	asaynment
subject	sabdyek
smoking	hinabako
lubot	linubtanay
drink	tinubigon
pung	sagasa
reform	reporma
establishment	establisimento
property	propedad
vomit	sinukaan
defecate	kinalibangan
gossip	intrigera
gossip	intrigero
shagit	shinagitay
volleyball	dayondayon
kusnit	kinusnitay
luwa	linuwaay
coffee	mangape
recital	resaytal
bankruptcy	kangkarot
concert	konserto
concert	konsiyerto
escort	konsorte
concrete	konkreto
concrete	kongkreto
indifferent	lampingasan
arbitrariness	lampingas
snarl	singgaak
quack	doktor wakwak
musclebound	lis-ok
muscular	maskulado
factory	paktori
sticker	estiker
stickers	estikeran
candy store	kendihan
shoe shop	sapatosan
treatment	tinagdan
speak	inestoryahan
handwriting	sinuwatan
handwriting	sinulatan
envious	sinahon
meet	bagat
brim over	lapaw
civilization	buhilaman
boot out	potbol
I don't care	kisibaya
I don't care	kisabaya
dim	kuwap
cry	kuwahab
bent forward	kuob
pit	kukib
tamper	kubil
bean pod	kubay
callus	kubaw
have	kisap
spill out	kiba
fitness	kasibo
fit	kaigo
fit	kasaigo
fit	kasigo
chaos	kasibaw
clamor	sibaw
domestic partner	kapuyo
safflower	kasabha
safflower	kasubha
agreement	kapayo
lie prone	kaob
Philippine flying lemur	kalago
Palawan bearcat	manturon
native	Dalaguitnon
digging bar	budlong
ripe	hilaw-hilaw
spit	pagluwa
beggar	Badjao
take refuge	aribada
whitewashing	arpot
baby dick	badudoy
aposthia	andaw
slanting	tahirig
tapering	tarugsoy
tear gas	tirgas
nosedive	tiurok
nosedive	tuarok
slide down	tiuros
nut	tuwerka
nut	twerka
stand	tuyarog
string	kwerdas
string	kuwerdas
string	kuldas
goddess	bathaluman
strum	kalaskas
strum	kutingkuting
finger	tapoy
heroin	herowina
tobacco	tigol
light	yukab
tobacco	sumagang
tobacco	sapod
radio	estasyon
tar	kayankan
tar	tagiti
quid	maskada
liquor	manyan
liquor	manyang
petiole	paklang
cross swords	trokis
totter	tuiris
log	troso
banana cue	maruya
banana	saging minantikaan
hard enough	traski
slug	hilahila
hula	hulahula
molt	hulo
bark	hulhol
bark	paghot
spiderwisp	hulaya
rest	pahulay
rest	pahuway
put	unlanan
fight	punyete
fountain	puwente
blown	pundido
blow	pundir
pongee	pondye
pomade	pamada
shadow	anino
field	banawa
number sixty-nine	tuwad tuali
province	Cavite
clean	pupho
found	pinunitan
found	kinit-an
forty-five	kuwarentay singko
brittle	pinyato
peanut brittle	pinatapi
diaphragm	baba sa atay
roam	bagdoy
pitiless	baghod
pitiless	tig-ag kasingkasing
gossip	baghot
provoke	bagit
bone dry	bagti
amateur	bagito
priestcraft	pinari
haul	baguod
plod	aginod
back out	bak-awot
pass by	badhas
proof	badok
kick	badyak
stomach discomfort	bat-os
Agusan	Bukidnon
province	La Union
province	Agusan del Norte
province	Agusan del Sur
province	Surigao del Sur
province	Surigao del Norte
Philippines	Camarines Norte
province	Ilocos Norte
province	Ilocos Sur
prosperity	katunhayan
prosperity	kabulahanan
long-lasting	tunhay
lead astray	saagon
plate	pagbuak og plato
roost	hulop
egg yolk	pughak
innocent	inosente
pancake	bitsukoy
Anointing of the Sick	biyatiko
Anointing of the Sick	udiyo
clay bottle	budigos
asleep	nagpraktis og kamatay
practise	praktis
boutique	botik
prostitute	budok
choke	but-ok
tantamount	butsaka
sesame ball	butsi
odd	bungkig
carry	puyos
conceive	gupin
sweet-talk	puyok
flattery	bulatik
match	puygo
all right	puwes
sleep	patay-patay
loosen	puwas
use	himpos
money	pit-os
Kingdom of Nahalin	Nahalin
hit the jackpot	pusgo
shatter	pusgay
gushing	pusagak
gushing	busagak
incubate	lumlom
incubate	luob
hang around	lagumlom
fluffy	pukakha
hypothetical	sa baba sa buaya
crispy	hunit
tear off	puksi
genitalia	latski
hand	pukgo
Newcastle disease	pukgaw
Newcastle disease	tukdaw
Newcastle disease	dunlok
spurt out	pusisit
force	pusdo
flaunt	pupakita
quaff	yarok
minute	pugyot
startle	pugwat
break up	pugtod
spurt	pugsit
swell	pugod
burn up	pugdaw
nest	pugaran
crush	piyasat
attach	tangkil
festival	piyesta
cute	pikdot
small	pigado
restrict	pig-ot
clasp	pig-it
bothersome	pastidiyo
mons pubis	bunabuna
taclobo	takobo
initiate	siugda
initiate	ugda
small wonder	kanyahay
end	tumoy
transparent	tin-aw
summit	kinasampongan
cover	sampong
fascism	pasismo
fascist	pasista
peace	pasipista
leery	segurista
somewhat sour	aslomon
somewhat sweet	tam-ison
somewhat bland	tab-angon
somewhat thick	bagaon
long time no see	long time no see but now, sinaw
tired	yofak
Cebuano	ilab-ilab
scary	wayok
nerve-racking	kulyaw
bone marrow	awuyok
extend	lugway
pasture	tugway
pasture	tigway
pasture	bakiro
tie	guwarni
wild pig	baboy ihalas
Spanish lime	kenepa
hydrangea	gagadang
province	Batanes
nettle	tangaw
island	Mavulis
island	Batan
island	Itbayat
island	Sabtang
island	Siayan
island	Ditarem
island	Ivuhos
island	Dequey
persimmon tree	kanarem
Taiwan	aryus
Moraceae	tipulo
Moraceae	tipuho
bind	gakod
dig up	kutkot
ghost	mantiyanak
rattle	ratol
rattled	ratolon
cyprinid	baolan
cyprinid	bagangan
cyprinid	katolo
cyprinid	manalak
cyprinid	bitungo
cyprinid	sirang
cyprinid	bongkaong
mantis shrimp	anlilitik
benevolent	banwaanon
Ramon	Monching
whale	bongkaras
pantropical spotted dolphin	balakiki
amount	badyet
diving weight	babit
place	bad-ay
unfashionable	badoy
sweet potato	badyo
threat	bahad
vermin	r-a-t
noni	apatot
red alga	gulaman
red alga	guwaman
boastful	bahot
fester	bahod
suppurate	ansoy
forbid	baod
mossy forest	lagiit
such and such	baot
determination	determinasyon
youth	bataot
stand out	bathay
ugly	gimat
ugly	maot
ugly	patsang
skillful	kumagat
hustler	tang-an
hustler	pang-an
wood	batya
no match for	bawot
worn out	bayayat
discolored	bayod
timid	bayoti
female nickname	Bebot
endearing	bibahot
wheeler-dealer	limbongaros
anger	porbida
anger	porbista
spear	bidyo
corn	panuig
corn	pangami
corn	pangang-ang
roe	bihod
coconut stalk	butay
grated coconut meat	sapal
dwarf	banigan
tender coconut meat	balatungol
dwarf	pilipog
barangay	Pilipog
coconut meat	sangguloy
coconut seedling	tadlok
coconut	tagsikan
milky meat	lamog
coconut water	tubig sa lubi
coconut water	tubig sa butong
clean	laha
dwarf	dumano
halves	baliongan
husk	binuongan
husk	binaongan
homosexual	yuyi
life preserver	abyanan
prosecuting attorney	prosekyutor
empty	basiyo
bulging	buad
coil	bubod
spread	sabwag
spread	katap
spread	kuyanap
roll out	buklad
spread	ladlad
statue	budha
Francis	Pangkoy
Francis	Prangkoy
Valeriana	Balet
Ferdinand	Enan
Angelo	Gelot
puff	buhot
lawyer	bupete
offsuit	butaw
pustule	butoy
swelling	lutoy
raised skin bump	libutog
open	buwahat
prostrate	buy-od
spread-eagle	hay-ad
daze	buyod
woven sack	tabal-ak
splice	saw-id
snag	saw-it
hang	sad-ay
spotless	murag gitilapan og iring
city	Malaybalay
compatible	pareson
pair	paresan
vineyard	parasan
vineyard	ubasan
execute	hikutar
attentive	hikutado
move	higad
embroil	dahig
embroil	damay
embroil	lapong
appoint	asayn
obstruction	bangil
fishnet	babwas
lift net	basnig
fishnet	bilaw
Danish seine	hulbothulbot
dig	kubkob
boring	laay
seine	libaliba
beach seine	likomlikom
drift gillnet	pamo
houndfish	bawo
pipefish	dagomdagom
Luzon	koskosleng
evergreen	maigang
food	noak
who are you	hu u
missed call	miskol
province	Davao
Nicanor	Kanor
Gregorio	Goryo
approved	aprob
approved	aprub
Necesaria	Nising
Franklin	Angking
Susan	Susing
Susan	Saning
boxed	kinahon
abrupt	abrap
wet market	taboan
gold nugget	bislin
centavo	usa ka dako
checkerboard	damahan
checkers	damath
crab	kalaskalas
tag	dakpanay
tag	polispolis
gunfight	pusilpusil
flask	prasko
Portunus pelagicus	alimasag
Vicenta	Bising
Ignacio	Asyong
Esteban	Teban
Arcadio	Kadyo
circus	sirkero
Ben	Bentot
Paquito	Quipot
abortifacient	pampakuha
dextrose	dekstros
bracelet	brislet
paternal	amahanon
maternal	inahanon
east wind	kabonghan
gale	manokmanok
squall	subasko
Butch	Butchoy
Natalia	Talya
anger	bahak
princess	Donya Agatha
northerner	amihananon
Glicerio	Cerio
nickname	Aliwang
nickname	Alejang
foster	amuma
foster	alima
Macaria	Karya
Macario	Karyo
Zacarias	Carias
gonad	bagaybay
fat flesh	bun-o
belly fat	buy-on
gift	inambakan
gift	linakangan
unripe	linghod
baptist	tigbawtismo
Christian sacrament	bawtismo
original sin	sala sa kalibotan
original sin	sala nga panulongdon
John the Baptist	Juan nga Tigbawtismo
John the Baptist	Juan Magbubunyag
baptist	magbubunyag
snobbish	murag langaw nga nakatugdon sa kabaw
harsh	dobleg suwab ang dila
blade	suwab
affordable	gaan sa bulsa
grease payment	padangog
fatal	layo ra sa tinai
off the mark	layo ra sa tinai sa manok
intestines	tinai
slaughter	magtumba og baka
ambulance chaser	mamalit og kaso
guaiabero	butitok
lunula	tamadtamad
philtrum	bahabaha
philtrum	dalandalan
Liberacion	Libbie
daughter	Angga
mute	Amang
cleft lip	Ungi
daughter	Badiday
daughter	Badaday
daughter	Baduday
daughter	Daday
given name	Inday
son	Budoy
son	Badudoy
son	Badidoy
Christian	Chanak
Candido	Didoy
piercing	talinis og tinggil
physically	makabugto og panty
physically	makabugto og bra
toy	pakapin sa bobot
old	gors
fall flat	hapla
noisy	alingisig
create	mugna
loll	diwalwal
ooze	daligdig
Butch	Buchoy
Dionisio	Insoy
Alvin	Binsoy
sentence	kapahayag
grammatical gender	kiye
declarative	mapahayagon
pronoun	pulingan
boring	maghilak ang adlaw
party to	nagmata og buntag
singular	usahan
plural	daghanan
affix	langgikit
affix	panglanggikit
