Felis catus	cat
capitalistic	calpach
capitalism	calpachas
capitalist	calpaire
concise	pongail
pattern	pàtran
dath	dath-uisge
watercolour	dealbh dath-uisge
peanta dath-uisge	peanta dath-uisge
paint	peanta
paint	peant
rider	marcach
heirship	oighreachd
string	sreang
about	mu dheidhinn
about me	mu mo dheidhinn
about you	mu do dheidhinn
about her	mu deidhinn
about us	mu ar deidhinn
about you	mu ur deidhinn
about them	mu an deidhinn
poaching	poidseadh
poach	poidsig
poacher	poidsear
about	mu chuairt
about	mu chuairt air
ready	air ghleus
ready	gleusta
cho math ri sin	cho math ri sin
hairy	molach
anniversary	cuimhneachan bliadhnail
cuimhneachan nan ceud bliadhna	cuimhneachan nan ceud bliadhna
bursary	bursaraidh
port	port-adhair
port	acarsaid
stàile	stàile-leabhraichean
stall	stàile
wisdom	gliocas
ceann	ceann-daoraich
drunkenness	daorach
intoxicating	daorachail
tippler	pòitear
drinking	pòitearachd
comparative	na bu
comparative	na b'
superlative	a b'
superlative	a bu
strong	treun
employ	fastaidh
charter	fastachadh
employer	fastaidhear
chimney	similear
idiomatic	gnàthasach
leac	leac-eighre
standing stone	tursa
crackling	bragadaich
fiodh	fiodh-fillte
block	sgonn
armful	ultach
bluster	bòilich
coughing	casadaich
cough	dèan casad
clinking	gliogadaich
eavesdropping	farchluais
eavesdrop	dèan farchluais
on the tip of one's tongue	air bàrr teangaidh
deoch	deoch-lag
steal	goid
deoch	deoch-slàinte
deoch	deoch-liomaid
deoch	deoch-bhiugh
deoch	deoch-ìobairt
sacrifice	ìobairt
fridge	frids
family relationship	càirdeas
rhythm	ruitheam
rhythmical	ruitheamail
at first	sa chiad dol a-mach
dol a-mach	dol a-mach
transport	giùlan
creamh	creamh-gàrraidh
gentian	creamh
creamh	creamh-na-muice-fiadhaich
pass	pasaig
round	mu thimcheall
about me	mum thimcheall
about you	mud thimcheall
about her	mu timcheall
about us	mar timcheall
about you	mur timcheall
about them	mun timcheall
able	comasach
lesson	leasan
representative	riochdaire
shop steward	riochdaire aonaidh
novel	nobhail
employer	fastaiche
employee	cosnaiche
worker	neach-obrach
worker	obraiche
deoch	deoch-eiridinn
fiction	ficsean
ficsean saidheans	ficsean saidheans
sgoth	sgoth-long
skiff	sgoth
incomprehensible	do-thuigsinneach
incomprehensibility	do-thuigsinneachd
understanding	tuigsinn
hypnotist	suainealaiche
hypnotism	suainealas
sleepy	suaineach
hypnotic	suainealach
Swede	Suaineach
Swedish	Suainis
Scots	Beurla Ghallta
alien	Gallta
character	caractar
morality	moraltachd
conscience	cogais
philosophy	feallsanachd
philosopher	feallsanach
story	stòiridh
taigh	taigh-cùirte
court	cùirt
conciliatory	rèiteach
air corra-biod	air corra-biod
tiptoe	corra-biod
formula	foirmle
another one	tèile
substance	susbaint
substantial	susbainteach
Russia	Ruis
Russian	Ruiseanach
Russian	Ruiseanais
Irish person	Èireannach
Irishwoman	ban-Eireannach
bullying	burraidheachd
fool	burraidh
very centre	teis-meadhan
recapitulation	ath-innse
recapitulate	ath-innis
ceannaiche	ceannaiche-siubhail
merchant	ceannaiche
sniper	snaidhpear
moment	mòmaid
style	stoidhle
pleasure	tlachd
pleasant	tlachdmhor
bha siud ann uaireigin	bha siud ann uaireigin
from dawn to dusk	o mhoch gu dubh
baker	bèicear
uair is uair	uair is uair
scale	sgèile
beag	beag-sgèile
large-scale	mòr-sgèile
mòr às fhèin	mòr às fhèin
wind scale	sgèile gaoithe
iùl	iùl-clèithe
comharra	comharra-clèithe
tuath magnaiteach	tuath magnaiteach
magnetic	magnaiteach
anorak	anarag
às ùr	às ùr
drunk	air mhisg
màla	màla-droma
sack	màla
leabhar	leabhar-pòcaid
poca	poca-cadail
horizon	fàire
downstream	leis an t-sruth
upstream	ris an t-sruth
bòrd	bòrd-dubh
haemorrhoids	neasgaidean fala
haemorrhoid	neasgaid fala
ulcer	neasgaid
full	tolltach
tradition	seachadas
poplar	critheann
stirrup cup	deoch an dorais
turnip	snèap
kangaroo	cangaru
fosterage	daltachas
fosterage	daltachd
au pair	daltag
eclipse	dubhadh
black out	dubh às
shark	siorc
shark	cearban
buidheag	buidheag-an-t-samhraidh
bird	buidheag
buidheag	buidheag-bhealaidh
broom	bealaidh
eager	dìoghrasach
dian	dian-amhairc
stare	dian-amharc
dian	dian-ruith
dian	dian-thograch
desirous	togarrach
dian	dian-bhriathrach
clàr	clàr-ama
mainsail	prìomh-sheòl
noodle	nùdail
a-nall thairis	a-nall thairis
overflow	cuir thairis
sweet	suiteas
revenge	dìoghaltas
vengeance	aicheamhail
revengeful	dìoghaltach
payment	dìoladh
interjection	clisgear
seo chaidh	seo chaidh
traditional	traidiseanta
seann	seann-fhasanta
fashionable	fasanta
daga	daga-cuairt
a cheart cho math	a cheart cho math
little by little	beag air bheag
ceum is ceum	ceum is ceum
gill	giùran
Arab	Arabach
Arabic	Arabais
Arabia	Aràibia
figear Arabach	figear Arabach
complacent	somalta
complacency	somaltachd
watchful	faireil
horizontal	fàireil
seaport	longphort
sorchan	sorchan-aodaich
gantry	sorch
boastful	bragail
bully	pulaidh
contemporary	co-aimsireil
whisper	cagair
relief	faochadh
useless	gun fheum
otherwise	a chaochladh
like	is math le
would like	bu mhath le
hollow	sloc
celibate	aontamhach
celibacy	aontamhachd
far and wide	fad is farsaing
wide	farsaing
wide	a leud
drannd	drannd-eun
hum	drannd
spot dall	spot dall
cut	briog
click	briogadh
briogadh clì	briogadh clì
left	clì
dèan briogadh clì	dèan briogadh clì
dèan briogadh deis	dèan briogadh deis
one	aonan
dealer	dèiligear
deal	dèilig
dealing	dèiligeadh
rib	asna
uncertainty	mì-chinnt
uncertain	mì-chinnteach
duty	còir
còir	còir-bhreith
còir	còir-dhlighe
fàgail a-mach	fàgail a-mach
gun urrainn	gun urrainn
doras a-muigh	doras a-muigh
chattering	snagadaich
anart	anart-bàis
tut tut	ud, ud
symbolic	samhlachail
go to bed	rach mu thàmh
first person plural	rachamaid
cateran	ceatharnach
carbohydrate	gualaisg
thaw	aiteamh
spell checker	dearbhair-litreachaidh
spelling	litreachadh
gealag	gealag-bhuachair
bunting	gealag
breadth	farsaingeachd
in general	san fharsaingeachd
geàrr	geàrr-ainm
acronym	acranaim
written	sgrìobhte
second sight	taibhsearachd
visionary	taibhsear
wandering	allaban
galar	galar-ceàirde
gu grad	gu grad
rheumatism	siataig
long	a dh'fhaid
high	a dh'àirde
weight	a chudrom
weight	cudrom
alphabet	aibidil
alphabetical	aibidileach
òrdugh aibidileach	òrdugh aibidileach
alphabetical order	òrdugh na h-aibidil
International Phonetic Alphabet	Aibidil Fhogharach Eadar-Nàiseanta
IPA	AFE
tepid	flodach
roast	ròst
roast	ròsta
seòmar	seòmar-suidhe
gealbhonn	gealbhonn-lìn
happen	turchair
happen	tachair
come across	tachair air
cigar	siogàr
dwell	còmhnaich
stay	fuirich
tame	ceannsaichte
conqueror	ceannsaiche
covetous	sanntach
hermit	aonaran
retreat	cuilidh
burdock	seircean
enjoy	gabh tlachd ann
beef	mairtfheòil
aibidil Ròmanach	aibidil Ròmanach
aibidil Laideann	aibidil Laideann
Latin	Laideann
Latin	Laidinn
Roman	Ròmanach
gealag	gealag-dhubh-cheannach
missile	urchair
stone's throw	urchair chloiche
seòmar	seòmar-èididh
dress	èideadh
back to front	cùlaibh air a' bheulaibh
màileid	màileid-pòca
obair	obair-lann
copy	dèan lethbhreac
paste	cuir ann
delete	sguab às
sweepings	sguabadh
difference	diofar
pretend	leig air
victim	ìobairteach
zero	neoni
duine dubh	duine dubh
air muin	air muin
kerb	oir chabhsair
teach grandma how to suck eggs	ionnsaich do sheanmhair lit' a dhèanamh
urinate	mùin
strike	buail air
bèist	bèist-dà-leann
aran	aran-coirce
seòmar	seòmar-laighe
occupational therapy	teiripe ghnìomhachd
teiripiche gnìomhachd	teiripiche gnìomhachd
therapy	teiripe
therapist	teiripiche
activity	gnìomhachd
seòmar dorcha	seòmar dorcha
seòmar	seòmar-stiùiridh
seòmar	seòmar-bidhe
seòmar	seòmar-culaidh
seòmar	seòmar-luinge
seòmar	seòmar-aghaidh
seòmar	seòmar-toisich
office	oifis
kitchen	cidsin
seòmar	seòmar-sgeadachaidh
dressing	sgeadachadh
decorate	sgeadaich
seòmar	seòmar-feitheimh
kernel	eitean
nucleus	niùclas
nuclear	niùclasach
seòmar	seòmar-taisbeanaidh
seòmar	seòmar-uaigneach
seòmar	seòmar-òil
bar	bàr
pòcaid	pòcaid-achlais
pòcaid	pòcaid-bhroillich
calendar year	bliadhna mìosachain
calendar	mìosachan
bliadhna	bliadhna-leum
fowler	eunadair
root	freumh
economy	eaconomaidh
agriculture	àiteachas
well	uill
down	bhàrr
nàdar de	nàdar de
aside	an dàrna taobh
cuir an dàrna taobh	cuir an dàrna taobh
cuir an dara taobh	cuir an dara taobh
paradox	frith-chosamhlachd
parable	cosamhlachd
by-	frith-
profit	prothaid
mac an duine	mac an duine
an latha an-diugh	an latha an-diugh
an là an-diugh	an là an-diugh
discipleship	deisciobalachd
Jonathan	Eòin
Jonathan	Ianatan
sùgh liomaid	sùgh liomaid
sorrel	samh
deck	deic
parish	paraiste
leabhar	leabhar-cheist
leabhair	leabhair-cheist
leabhraichean	leabhraichean-cheist
rented	air mhàl
rent	màl
màl dubh	màl dubh
rent-free	saor o mhàl
gabh air mhàl	gabh air mhàl
thoir seachad air mhàl	thoir seachad air mhàl
denunciation	càineadh
pave	ùrlaraich
flooring	ùrlarachadh
leabhar	leabhar-latha
àirde	àirde-mara
plaster	sglàib
Morus bassanus	guga
cathedral	àrd-eaglais
cathedral	prìomh-eaglais
part	earrann
part	cuibhreann
unlucky	mì-àdhmhor
bad luck	mì-àdh
absurdity	mì-dhòigh
awkward	mì-dhòigheil
insipid	mì-bhlasda
inefficiency	mì-èifeachd
uncommon	mì-ghnàthach
dishonest	mì-ionraic
forward	mì-labhrach
contemptible	mì-mheasail
disrespect	mì-mheas
unnatural	mì-nàdarra
irreligious	mì-naomha
disgrace	mì-onoir
absurd	mì-reusanta
immodest	mì-stuama
ineffectual	mì-èifeachdach
immodesty	mì-stuamachd
dull	mì-fhiughaireach
hopeful	fiughaireach
expectancy	fiughaireachd
fatherless	dìlleachdach
orphanage	dìlleachdas
orphanage	dìlleachdanachd
untidy	mì-sgiobalta
preposterousness	mì-reusantachd
defective verb	gnìomhair uireasbhach
defective	uireasbhach
amphibiousness	dà-bheathachas
bi-	dà-
impudence	mì-nàire
impudent	mì-nàireach
modest	nàireach
immodesty	mì-nàrachd
immodest	mì-nàrach
ashamed	nàrach
disorderly	mì-òrdail
orderly	òrdail
dishonour	mì-onoirich
dishonest	mì-onorach
honour	onoir
honourable	onorach
hesitant	mì-adhartach
dishonour	mì-agh
unseemliness	mì-aogas
unseemly	mì-aogasach
nonconformity	mì-aontachd
unkindness	mì-bhàigh
unkind	mì-bhàigheil
unkind	mì-bhàigheach
mercy	bàidh
merciful	bàidheil
extravagance	mì-bhail
extravagant	mì-bhaileach
thrifty	baileach
unwomanly	mì-bhanail
immodesty	mì-bheus
immodest	mì-bheusach
immodesty	mì-bheusachd
abuse	mì-bhuil
abuse	mì-bhuileachadh
abuse	mì-bhuilich
insecure	mì-bhunaiteach
communist	co-mhaoineach
communist	comannach
social	sòisealta
communism	co-mhaoineas
assets	maoin
wealth	beartas
unseemly	mì-bhòidheach
bad luck	mì-bhuaidh
unsuccessful	mì-bhuaidheach
placidity	mì-bhuaireas
quiet	mì-bhuaireasach
discontented	mì-bhuidheach
discontent	mì-bhuidheachas
misunderstand	mì-bhreithnich
misunderstanding	mì-bhreithneachadh
breithneachadh	breithneachadh-litreachais
unfriendly	mì-chàirdeil
improper	mì-cheart
disadvantage	mì-chothrom
merciful	cneasda
barbarous	mì-chneasda
impropriety	mì-cheartas
carelessness	mì-chùram
careless	mì-chùramach
negligence	ana-cùram
misreckon	mì-chunnt
miscalculation	mì-chunntadh
miscalculation	mì-chunntas
disbelieve	mì-chreid
unbelief	an-chreideamh
heresy	mì-chreideamh
disbelief	eas-creideamh
sceptical	mì-chreidmheach
heretic	mì-chreidmhiche
sceptical	mì-chreideach
inhumanity	mì-nàdar
profane	mì-naomhaich
saint	naomhaich
consecration	naomhachadh
profanity	mì-naomhachd
holiness	naomhachd
inelegant	mì-innealta
misapprehension	mì-thuigsinn
misunderstand	mì-thuig
droch	droch-thuigsinn
improper	mì-iomchaidh
impropriety	mì-iomchaidheachd
disingenuousness	mì-ionracas
obloquy	mì-iomradh
indiscreet	mì-eagnaidh
indiscretion	mì-eagnaidheachd
distrust	mì-earbsa
distrustful	mì-earbsach
rudeness	mì-eireachdas
ungenteel	mì-eireachdail
assembly	eireachdas
disgrace	mì-urram
disgrace	mì-urramaich
dignify	urramaich
ignoble	mì-uasal
condescension	mì-uaill
condescending	mì-uaibhreach
unkindness	mì-chaoimhne
unfriendly	mì-chaoimhneil
mild	caoimhneil
kindness	caoimhneas
benevolent	caoimhneasach
Wikipedia	Uicipeid
try	feuch
test	feuchainn
submissive	ùmhal
inhumanity	mì-dhaonnachd
dependent	eisimeileach
independent	neo-eisimeileach
relation	dàimheach
modh àithneach	modh àithneach
imperative	àithneach
way	modh
modh cumhach	modh cumhach
conditional	cumhach
modh fo-leantach	modh fo-leantach
subjunctive	fo-leantach
guth spreigeach	guth spreigeach
active	spreigeach
colon	dà-phuing
two-faced	dà-aodannach
bilingual	dà-chànanach
bilingual	dà-theangach
bisexual	dà-mhiannach
dioxide	dà-ocsaid
diaeresis	dà-lid
amphibious	dà-bhitheach
gualan dà	gualan dà-ogsaid
poisonous	puinnseanta
poison	puinnsean
bigamy	dà-chèileachas
polygamy	iomnuachadh
polygamy	iol-phòsadh
reformer	ath-leasachair
amender	leasachair
crook	bachall
review	ath-bhreithnich
review	ath-bhreithneachadh
ath-bhreithneachadh laghail	ath-bhreithneachadh laghail
idiom	gnàthas-cainnt
compound	gnàthas
anglicism	Beurlachd
churlishness	gruaim
worldly	saoghalta
snowy	sneachdail
of two minds	eadar dà bharail
an dà latha	an dà latha
afterthought	ath-bheachd
reconsider	ath-bheachdaich
biculturalism	dà-chulturas
diphthong	dà-ghuth
diphthong	dà-phunc
diphthongal	dà-ghuthach
diphthongal	dà-phuncach
bicorporal	dà-chorpach
diatomaceous	dà-dhadamach
mote	dadam
mote	dadamach
diatom	dà-dhadam
bifoliate	dà-dhuilleach
growl	dranndan
growl	dèan dranndan
sheathed	duilleach
leaflet	duilleachan
sionnach ann	sionnach ann an craiceann na caorach
right angle	ceàrn ceart
acute angle	ceàrn caol
obtuse angle	ceàrn farsaing
reflex angle	ceàrn fosgailte
clach	clach-ghainmhich
clach	clach-èiteig
quartz	èiteag
caraway	carbhaidh
retrace	ath-choisich
reiterate	ath-aithris
eun	eun-fionn
clamhan	clamhan-fionn
clamhan	clamhan-nan-cearc
craobh	craobh-ubhail
apple orchard	ubhalghort
pane	leòsan
comhairle	comhairle-riaghlaidh
ruling	riaghladh
government	riaghaltas
riaghailt	riaghailt-lèigh
snore	srann
snort	srannartaich
convalescence	ath-shlàinte
convalescent	ath-shlàinteach
reconsider	ath-smaoinich
regenerate	ath-ùraich
second sight	dà-fhradharc
self-taught	fèin-ionnsaichte
annex	ath-thaigh
copy	ath-sgrìobh
transform	ath-dhealbh
recompense	ath-dhìol
redouble	ath-dhùblaich
reorganise	ath-eagaraich
resonance	ath-fhuaim
retake	ath-ghabh
revision	ath-obair
repayment	ath-phàidheadh
redivide	ath-roinn
by heart	air teangaidh
second	diog
second	soiceand
recompense	ath-dhìoladh
secondhand	ath-ghnàthach
reclaim	ath-agair
appeal	ath-agairt
resonant	ath-fhuaimneach
relapse	ath-thuisleachadh
relapse	ath-thuiteam
relapse	ath-thuislich
relapse	ath-thuit
afterpain	ath-thinneas-cloinne
tinneas	tinneas-cloinne
reconquer	ath-cheannsaich
reconstruct	ath-chruthaich
create	cruthaich
readmission	ath-leigeil a-steach
leigeil a-steach	leigeil a-steach
refill	ath-lìon
replay	ath-chluich
reconquest	ath-cheannsachadh
hedgehog	gràineag
aftertaste	ath-bhlas
discontent	mì-thlachd
contemptible	mì-thlachdmhor
tautological	ath-bhriathrach
tautology	ath-bhriathrachas
tautologist	ath-bhriathraiche
leafless	gun duille
gun duilleag	gun duilleag
unseasonable	eas-amail
seasonable	àmail
compassion	ath-thruas
compassionate	ath-thruasach
transcriber	ath-sgrìobhair
compassionate	truasail
disobedience	eas-ùmhlachd
civil disobedience	eas-umhlachd chatharra
disobey	eas-ùmhlaich
disobedient	eas-umhail
bicolour	dà-dhathach
bilateral	dà-thaobhach
binocular	dà-shùileach
second sight	dà-shealladh
two-footed	dà-chasach
inattention	mì-dhùrachd
indifferent	mì-dhùrachdach
unmanly	mì-dhuineil
manly	duineil
deformity	mì-dhreach
deformed	mì-dhreachach
ugly	mì-dhreachmhor
besmirch	mì-dhreachaich
deformed	mì-dhreachail
deform	mì-dhealbhaich
deformed	mì-dhealbhte
deformity	mì-dhealbhachadh
deform	mì-dhealbh
degenerate	mì-dhualach
degenerate	mì-dhualchasach
hereditary	dualach
despondency	mì-dhòchas
despair	eu-dòchas
absurd	mì-dhàicheil
handsome	dàicheil
handsomeness	dàichealachd
inactive	mì-dhèanadach
misdoer	mì-dhèanadair
doer	dèanadair
illegal	mì-dhligheach
disloyal	mì-dhleasnach
disingenuousness	mì-dhìrichead
disloyalty	mì-dhìlseachd
disloyal	mì-dhìleas
irreligion	mì-dhiadhachd
reluctance	mì-dheòin
uncharitable	mì-dhèirceil
kind	dèirceil
inexpert	mì-dheas
misconstrue	mì-mhìnich
misinterpretation	mì-mhìneachadh
impropriety	mì-loinnealas
awkward	mì-loinneil
impropriety	mì-loinn
unobtrusive	mì-liosda
disadvantage	mì-leas
illegal	mì-laghail
legal	laghail
illegality	mì-laghaileachd
abrogate	mì-laghaich
abolisher	mì-laghachair
permit	laghaich
abrogation	mì-laghachadh
deformity	mì-mhaise
deformed	mì-mhaiseach
deformed	mì-mhaiseil
ill will	mì-rùn
republicanism	mì-rìoghalachd
anarchy	mì-rìoghachd
disorder	mì-rianalas
disorderly	mì-rianail
discontented	mì-riaraichte
confusion	mì-rian
maladministration	mì-riaghladaireachd
informal	mì-riaghailteach
anarchy	mì-riaghailt
abuse	mì-ghnàthaich
abuse	mì-ghnàthachadh
abused	mì-ghnàthaichte
graceless	mì-ghràsail
prodigal	mì-ghrunndail
misapplication	mì-ghnàthachd
abnormality	mì-ghnàthas
carnality	mì-gheanmnaidheachd
debauchery	mì-gheanmnachd
lewd	mì-gheimnidh
inconvenient	mì-ghoireasach
inconvenience	mì-ghoireas
discontent	mì-ghean
like father, like son	bu dual do dh'isean an ròin a dhol chun na mara
attendance	frithealadh
gille	gille-mùchain
gille	gille-oifis
copy	ath-sgrìobhadh
puppet	pupaid
gille	gille-mirein
gille	gille-feadaig
mischief	mì-ghnìomh
active	gnìomhach
blunt	mì-gheur
blunt	mì-gheuraich
rut	dàir
disdain	mì-ghreann
ill-tempered	mì-ghnèitheil
abuse	mì-ghlèidh
foolish	mì-ghlic
misconduct	mì-ghiùlan
folly	mì-ghliocas
incontinent	mì-gheanmnaidh
dismantle	mì-sgeadaich
chaste	geamnaidh
mì-sheagh	mì-sheadh
mì-sheaghach	mì-sheadhach
foolish	baoth
simple	sìmplidh
animation	beothachadh
arouse	beothaich
review	ath-bheachdachadh
summary	geàrr-chunntas
summarize	thoir geàrr-chunntas air
bad luck	mì-shealbh
unlucky	mì-shealbhach
bungle	mì-shnasalachd
inelegance	mì-shnas
homely	mì-shnasail
botch	mì-shnasaich
botcher	mì-shnasaire
impolite	mì-shuairc
churlishness	mì-shuairceas
inhumanity	neo-dhaonnachd
incivility	mìmhodh
misadvise	mì-stiùir
mismanagement	mì-stiùireadh
misdirect	mì-sheòl
multicolored	ioma-dhathach
doubt	ioma-chomhairle
undecided	ioma-chomhairleach
impolite	mì-shìobhalta
carelessness	mì-shuim
unhappy	mì-shona
disrespectful	eas-urramach
contumacy	eas-urramachd
dishonour	eas-urramaich
dishonour	eas-onoraich
appeal	ath-èisdeachd
aftercare	ath-fhrithealadh
reinforce	ath-neartaich
reconcile	ath-rèitich
two-dimensional	dà-mheudach
bivalve	dà-mhogallach
bistable	dà-bhunaiteach
two-edged	dà-fhaobhrach
edge	faobhar
bidental	dà-fhiaclach
twill	dà-fhillt
lexicographer	faclairiche
duplex	dà-shlighe
disyllabic	dà-shiolach
disyllable	dà-shioladh
bistable	dà-sheasmhach
two-tier	dà-shreathach
obituary	iomradh-bàis
fulfil	coilean
fulfilment	coileanadh
deadline	ceann-ama
loyalty	dìlseachd
loyalty	dìlse
errand boy	gille-gnothaich
lively	gille-mo-ghnothaich
disaffection	mì-sheirc
affection	seirc
affectionate	seirceil
bad luck	mì-sheun
discomfort	mì-shocair
moral	subhailceach
unvirtuous	mì-shubhailceach
virtue	subhailc
dispiritedness	mì-shunnd
restless	mì-stòlda
instability	mì-stèidhealachd
firmness	stèidhealachd
agitation	mì-shuaimhneas
disquieted	mì-shuaimhneach
cnag	cnag-aodaich
sleeve	muinichill
collar	coilear
toll	toll-putain
bann	bann-dùirn
retrace	ath-lorgaich
waistband	bann na briogais
back pocket	pòcaid-tòine
belt loop	dul-briogais
keyring	dul-iuchrach
fly	spaidhir
fork	greimire
hem	fàitheam
revolutionary	rèabhlaideach
revolution	rèabhlaid
dalm	dalm-bheachd
dalm	dalm-bheachdaiche
act	achd
breastplate	uchd-aodach
breast	uchd
adopt	uchd-mhacaich
adoption	uchd-mhacachd
elastic	lastaig
underwear	fo-aodach
calm	suaimhneach
calmness	suaimhneas
potato blight	gaiseadh a' bhuntàta
blight	gaiseadh
observatory	amharc-lann
art gallery	gailearaidh
reanimate	ath-bheothaich
rekindling	ath-bheothachail
afterbirth	ath-bhreith
resuscitate	ath-bhrod
rally	ath-bhrosnaich
reaction	ath-bhualadh
regain	ath-bhuidhinn
regain	ath-bhuannaich
resuscitate	ath-dhùisg
reduplication	ath-dhùblachadh
metamorphosis	ath-dhealbhadh
re-examination	ath-dheuchainn
rerun	ath-ruith
resale	ath-reic
reconciliation	ath-rèiteachadh
reconciliatory	ath-rèiteachail
procrastinate	ath-lathaich
rebound	ath-leum
requital	ath-leithid
strengthening	ath-neartachail
reproduce	ath-nochd
renew	ath-nuadhaich
refraction	ath-raonadh
re-engage	ath-fhasdaich
invagination	ath-fhilleadh
reflexive	ath-fhillteach
friction	eas-aontas
dissent	eas-aontaich
disagreement	eas-aontachd
agreement	aontachd
discordant	eas-chridheach
abuse	eas-onoir
dishonest	eas-onorach
dishonoured	eas-onoraichte
factious	eas-òrdach
disarrange	eas-òrdaich
anarchy	eas-òrdugh
disrespect	eas-urram
disobedience	eas-urramachadh
readmit	ath-ghabh a-steach
subtenant	ath-ghabhalach
tenant	gabhaltach
echo	ath-ghairm
regenerate	ath-ghin
regeneration	ath-ghineamhainn
regeneration	ath-ghintinn
reproduction	gintinn
rehabilitation	ath-ghnàthachadh
recapture	ath-ghlac
reinstate	ath-shuidhich
reinstatement	ath-shuidheachadh
recommence	ath-thòisich
reconstruction	ath-thogail
rebuild	ath-thog
re-elect	ath-thagh
appeal	ath-thagairt
appeal	ath-thagair
restatement	ath-thaisbean
eddy	ath-thionndadh
afterthought	ath-smuain
echo	ath-sgal
revision	ath-sgrùdadh
revise	ath-sgrùd
re-examine	ath-cheasnaich
re-examination	ath-cheasnachadh
rumination	ath-chagnadh
ruminant	ath-chagnach
ruminate	ath-chagainn
chew	cagainn
chewing	cagnadh
recount	ath-chunntadh
transplant	ath-chur
rebinding	ath-cheangal
redeem	ath-cheannaich
recapitulation	ath-cheumnachadh
relapse	ath-chlaon
relationship	ath-chleamhnas
adaptation	ath-chòireachadh
rehabilitation	ath-chomas
rally	ath-chruinnich
reformation	ath-chruthachadh
revised	ath-sgrùdaichte
assiduous	ath-shaothrachail
repossess	ath-shealbhaich
reconsider	ath-sheall
retrospect	ath-shealladh
reflationary	ath-shèideach
reflation	ath-shèideadh
resonance	ath-shoineas
inefficient	mì-thàbhachdach
inefficiency	mì-thàbhachd
disfavour	mì-fhabhar
adverse	mì-fhàbharach
inattentive	mì-fhaiceallach
inattention	mì-fhaiceallachd
inattention	mì-fhaicill
care	faiceall
careful	faiceallach
knitting	cneatas
bior	bior-fighe
dealg	dealg-stocainn
valve	cìochag
cìochag	cìochag-thràghad
leafy	duilleagach
pìob	pìob-chòmhla
valve	deocan
deocan	deocan-dearga
duille	duille-dorais
còmhla	còmhla-lùthaidh
folding door	dor-dhuille
doras lèabagach	doras lèabagach
doras	doras-lùdhaidh
doras	doras-lùdhainn
disparage	mì-mhol
disparagement	mì-mholadh
bad manners	mì-mhodh
discourteous	mì-mhodhail
absonant	mì-chèillidh
irrationality	mì-chèillidheachd
wise	cèillidh
mad	eu-cèillidh
emasculation	mì-fhearantas
indecent	mì-chuibheasach
indecency	mì-chuibheasachd
dissonant	mì-fhonnmhar
tuneful	fonnmhor
indifference	mì-fhonn
ingratitude	mì-thaing
ungrateful	mì-thaingeil
abrogate	mì-chleachd
in the long term	aig a' cheann thall
side	taobhaich
discontentment	mì-thoileachas
discontented	mì-thoilichte
displease	mì-thoilich
mistime	mì-thràthaich
undeserving	mì-thoillteannach
deserving	toillteanach
reluctance	mì-thoil
discontented	mì-thoileach
willing	toileach
mislead	mì-threòirich
influence	treòirich
energy	treòir
infertile	mì-thorrach
cruelty	mì-thròcair
unmerciful	mì-thròcaireach
hardhearted	mì-thruacanta
feebleness	mì-thaicealachd
feeble	mì-thaiceil
disheartening	mì-mhisneachdail
disheartening	mì-mhisneachail
diffidence	mì-mhisneach
diffidence	mì-mhisneachd
bravery	misneach
discourage	mì-mhisnich
incapable	mì-mhurrach
disqualification	mì-mhurrachas
disadvantage	mì-thairbhe
artless	mì-theòma
bolden	misnich
disagree	mì-thaitnich
disagree	mì-thaitinn
delight	taitinn
agreeable	taitneach
approbation	taitneas
acceptability	taitneachd
unpleasant	mì-thaitneach
offense	mì-thaitneas
cowardice	mì-thapachd
beneficial	tarbhach
fruitless	mì-tharbhach
unwilling	mì-thogarrach
calumny	mì-theist
blade	bileag
duilleag	duilleag-còmhla
flotsam	murrag
jetsam	caitheachan
able	murrach
ability	murrachas
intemperance	mì-mheasarrachd
disproportionate	mì-mheadhanach
eccentricity	mì-mheadhanachd
mediocrity	meadhanachd
immodest	mì-mhàlda
bashful	màlda
delicacy	màldachd
dissolute	mì-mheasarra
abstinent	measarra
indisposition	mì-mhèinn
dyspepsia	mì-mheirbheadh
careless	mì-fhurachail
inattention	mì-fhurachas
alert	furachail
attention	furachas
Dutch courage	misneachd òil
tidal energy	cumhachd mara
raon	raon-laighe
unhealthy	mì-fhallain
unwholesome	mì-fhallan
abuse	mì-fheum
desuetude	mì-fheumalachd
churlish	mì-fhialaidh
misinformation	mì-fhios
difficult	mì-fhurasda
churlish	mì-fhuranach
worthless	mì-fhiù
illiberal	mì-fhiùghantach
ignoble	mì-fhlathail
noble	flathail
anxious	mì-fhoisneach
patient	foisneach
bad luck	mì-fhortan
disastrous	mì-fhortanach
incongruous	mì-fhreagarrach
heedless	mì-fhreasdalach
misfortune	mì-fhreasdal
spiritless	mì-fhiùghar
incongruity	mì-fhreagarrachd
cowardly	mì-chalma
prodigal	mì-chaomhnach
prodigality	mì-chaomhnadh
misspend	mì-chaomhainn
husband	caomhainn
hoard	caomhnadh
dislike	mì-chiat
improper	mì-chiatach
dislike	mì-chiatadh
inexpert	mì-chlis
carelessness	mì-chuimhne
clumsy	mì-chumachdail
shapelessness	mì-chumadh
dispensation	freasdal
provident	freasdalach
providentness	freasdalachd
dislike	mì-chion
desecrate	mì-choisrig
improbability	mì-choltas
improbable	mì-choltach
